resultId,raceId,driverId,constructorId,number,grid,position,positionText,positionOrder,points,laps,time,milliseconds,fastestLap,rank,fastestLapTime,fastestLapSpeed,statusId,year,round,circuitId,date,dob,nationality,name,country,driver_age,finished,points_scored
20720,353,811,164,21.0,24,14,14,14,0.0,53,,,30.0,20.0,1:59.290,169.452,12,2010,17,35,2010-10-24,1983-10-15,Brazilian,HRT,Korea,27.025325119780973,1,0.0
20721,353,29,164,20.0,23,15,15,15,0.0,53,,,36.0,19.0,1:58.313,170.851,12,2010,17,35,2010-10-24,1982-07-09,Japanese,HRT,Korea,28.292950034223136,1,0.0
20722,353,16,10,14.0,14,,R,16,0.0,46,,,40.0,12.0,1:52.601,179.518,4,2010,17,35,2010-10-24,1983-01-11,German,Force India,Korea,27.783709787816566,0,0.0
20723,353,20,9,5.0,1,,R,17,0.0,45,,,44.0,2.0,1:50.375,183.139,5,2010,17,35,2010-10-24,1987-07-03,German,Red Bull,Korea,23.310061601642712,0,0.0
20724,353,808,4,12.0,20,,R,18,0.0,39,,,39.0,13.0,1:53.031,178.835,3,2010,17,35,2010-10-24,1984-09-08,Russian,Renault,Korea,26.12457221081451,0,0.0
20725,353,10,166,24.0,19,,R,19,0.0,31,,,29.0,18.0,1:58.102,171.157,4,2010,17,35,2010-10-24,1982-03-18,German,Virgin,Korea,28.602327173169062,0,0.0
20726,353,67,5,16.0,16,,R,20,0.0,30,,,27.0,17.0,1:56.768,173.112,4,2010,17,35,2010-10-24,1988-10-31,Swiss,Toro Rosso,Korea,21.97946611909651,0,0.0
20727,353,810,166,25.0,22,,R,21,0.0,25,,,25.0,23.0,2:02.635,164.83,3,2010,17,35,2010-10-24,1984-08-11,Brazilian,Virgin,Korea,26.20123203285421,0,0.0
20728,353,15,205,18.0,18,,R,22,0.0,25,,,20.0,24.0,2:05.161,161.503,9,2010,17,35,2010-10-24,1974-07-13,Italian,Lotus,Korea,36.28199863107461,0,0.0
20729,353,17,9,6.0,2,,R,23,0.0,18,,,18.0,21.0,2:00.025,168.414,3,2010,17,35,2010-10-24,1976-08-27,Australian,Red Bull,Korea,34.157426420260094,0,0.0
20730,353,3,131,4.0,5,,R,24,0.0,18,,,18.0,22.0,2:00.652,167.539,4,2010,17,35,2010-10-24,1985-06-27,German,Mercedes,Korea,25.32511978097194,0,0.0
20731,354,20,9,5.0,2,1,1,1,25.0,71,1:33:11.803,5591803.0,70.0,6.0,1:14.283,208.828,1,2010,18,18,2010-11-07,1987-07-03,German,Red Bull,Brazil,23.34839151266256,1,25.0
20732,354,17,9,6.0,3,2,2,2,18.0,71,+4.243,5596046.0,69.0,4.0,1:14.047,209.493,1,2010,18,18,2010-11-07,1976-08-27,Australian,Red Bull,Brazil,34.195756331279945,1,18.0
20733,354,4,6,8.0,5,3,3,3,15.0,71,+6.807,5598610.0,67.0,2.0,1:13.855,210.038,1,2010,18,18,2010-11-07,1981-07-29,Spanish,Ferrari,Brazil,29.27583846680356,1,15.0
20734,354,1,1,2.0,4,4,4,4,12.0,71,+14.634,5606437.0,66.0,1.0,1:13.851,210.049,1,2010,18,18,2010-11-07,1985-01-07,British,McLaren,Brazil,25.831622176591377,1,12.0
20735,354,18,1,1.0,11,5,5,5,10.0,71,+15.593,5607396.0,71.0,3.0,1:13.932,209.819,1,2010,18,18,2010-11-07,1980-01-19,British,McLaren,Brazil,30.80082135523614,1,10.0
20736,354,3,131,4.0,13,6,6,6,8.0,71,+35.320,5627123.0,65.0,5.0,1:14.184,209.107,1,2010,18,18,2010-11-07,1985-06-27,German,Mercedes,Brazil,25.363449691991786,1,8.0
20737,354,30,131,3.0,8,7,7,7,6.0,71,+43.456,5635259.0,71.0,12.0,1:15.219,206.229,1,2010,18,18,2010-11-07,1969-01-03,German,Mercedes,Brazil,41.842573579739906,1,6.0
20738,354,807,3,10.0,1,8,8,8,4.0,70,,,70.0,8.0,1:14.985,206.873,11,2010,18,18,2010-11-07,1987-08-19,German,Williams,Brazil,23.21971252566735,1,4.0
20739,354,9,4,11.0,7,9,9,9,2.0,70,,,61.0,11.0,1:15.161,206.388,11,2010,18,18,2010-11-07,1984-12-07,Polish,Renault,Brazil,25.916495550992472,1,2.0
20740,354,155,15,23.0,12,10,10,10,1.0,70,,,65.0,7.0,1:14.748,207.529,11,2010,18,18,2010-11-07,1986-09-13,Japanese,Sauber,Brazil,24.150581793292265,1,1.0
20741,354,153,5,17.0,14,11,11,11,0.0,70,,,68.0,16.0,1:15.695,204.932,11,2010,18,18,2010-11-07,1990-03-23,Spanish,Toro Rosso,Brazil,20.62696783025325,1,0.0
20742,354,16,10,14.0,22,12,12,12,0.0,70,,,64.0,9.0,1:14.997,206.84,11,2010,18,18,2010-11-07,1983-01-11,German,Force India,Brazil,27.822039698836413,1,0.0
20743,354,67,5,16.0,19,13,13,13,0.0,70,,,69.0,17.0,1:15.935,204.285,11,2010,18,18,2010-11-07,1988-10-31,Swiss,Toro Rosso,Brazil,22.017796030116358,1,0.0
20744,354,22,3,9.0,6,14,14,14,0.0,70,,,69.0,13.0,1:15.227,206.207,11,2010,18,18,2010-11-07,1972-05-23,Brazilian,Williams,Brazil,38.458590006844624,1,0.0
20745,354,13,6,7.0,9,15,15,15,0.0,70,,,69.0,14.0,1:15.330,205.925,11,2010,18,18,2010-11-07,1981-04-25,Brazilian,Ferrari,Brazil,29.53593429158111,1,0.0
20746,354,808,4,12.0,10,16,16,16,0.0,70,,,70.0,15.0,1:15.485,205.503,11,2010,18,18,2010-11-07,1984-09-08,Russian,Renault,Brazil,26.16290212183436,1,0.0
20747,354,2,15,22.0,15,17,17,17,0.0,70,,,68.0,10.0,1:15.068,206.644,11,2010,18,18,2010-11-07,1977-05-10,German,Sauber,Brazil,33.49486652977413,1,0.0
20748,354,5,205,19.0,20,18,18,18,0.0,69,,,69.0,20.0,1:17.161,201.039,12,2010,18,18,2010-11-07,1981-10-19,Finnish,Lotus,Brazil,29.05133470225873,1,0.0
20749,354,15,205,18.0,18,19,19,19,0.0,69,,,69.0,21.0,1:17.316,200.636,12,2010,18,18,2010-11-07,1974-07-13,Italian,Lotus,Brazil,36.32032854209446,1,0.0
20750,354,10,166,24.0,17,20,20,20,0.0,69,,,66.0,23.0,1:17.695,199.657,12,2010,18,18,2010-11-07,1982-03-18,German,Virgin,Brazil,28.640657084188913,1,0.0
20751,354,811,164,21.0,24,21,21,21,0.0,69,,,66.0,24.0,1:17.731,199.565,12,2010,18,18,2010-11-07,1983-10-15,Brazilian,HRT,Brazil,27.06365503080082,1,0.0
20752,354,32,164,20.0,23,22,22,22,0.0,65,,,63.0,22.0,1:17.690,199.67,16,2010,18,18,2010-11-07,1983-02-07,Austrian,HRT,Brazil,27.748117727583846,1,0.0
20753,354,810,166,25.0,21,,N,23,0.0,62,,,60.0,18.0,1:16.767,202.071,19,2010,18,18,2010-11-07,1984-08-11,Brazilian,Virgin,Brazil,26.239561943874058,0,0.0
20754,354,24,10,15.0,16,,R,24,0.0,49,,,37.0,19.0,1:16.940,201.616,3,2010,18,18,2010-11-07,1980-08-06,Italian,Force India,Brazil,30.253251197809718,0,0.0
20755,355,20,9,5.0,1,1,1,1,25.0,55,1:39:36.837,5976837.0,50.0,4.0,1:41.739,196.526,1,2010,19,24,2010-11-14,1987-07-03,German,Red Bull,UAE,23.367556468172484,1,25.0
20756,355,1,1,2.0,2,2,2,2,18.0,55,+10.162,5986999.0,47.0,1.0,1:41.274,197.428,1,2010,19,24,2010-11-14,1985-01-07,British,McLaren,UAE,25.8507871321013,1,18.0
20757,355,18,1,1.0,4,3,3,3,15.0,55,+11.047,5987884.0,48.0,2.0,1:41.636,196.725,1,2010,19,24,2010-11-14,1980-01-19,British,McLaren,UAE,30.819986310746064,1,15.0
20758,355,3,131,4.0,9,4,4,4,12.0,55,+30.747,6007584.0,52.0,3.0,1:41.711,196.58,1,2010,19,24,2010-11-14,1985-06-27,German,Mercedes,UAE,25.38261464750171,1,12.0
20759,355,9,4,11.0,11,5,5,5,10.0,55,+39.026,6015863.0,51.0,5.0,1:41.753,196.499,1,2010,19,24,2010-11-14,1984-12-07,Polish,Renault,UAE,25.935660506502394,1,10.0
20760,355,808,4,12.0,10,6,6,6,8.0,55,+43.520,6020357.0,52.0,8.0,1:42.311,195.427,1,2010,19,24,2010-11-14,1984-09-08,Russian,Renault,UAE,26.182067077344286,1,8.0
20761,355,4,6,8.0,3,7,7,7,6.0,55,+43.797,6020634.0,52.0,7.0,1:42.227,195.588,1,2010,19,24,2010-11-14,1981-07-29,Spanish,Ferrari,UAE,29.295003422313485,1,6.0
20762,355,17,9,6.0,5,8,8,8,4.0,55,+44.243,6021080.0,52.0,6.0,1:42.196,195.647,1,2010,19,24,2010-11-14,1976-08-27,Australian,Red Bull,UAE,34.21492128678987,1,4.0
20763,355,153,5,17.0,17,9,9,9,2.0,55,+50.201,6027038.0,49.0,15.0,1:42.727,194.636,1,2010,19,24,2010-11-14,1990-03-23,Spanish,Toro Rosso,UAE,20.646132785763175,1,2.0
20764,355,13,6,7.0,6,10,10,10,1.0,55,+50.868,6027705.0,52.0,14.0,1:42.725,194.64,1,2010,19,24,2010-11-14,1981-04-25,Brazilian,Ferrari,UAE,29.555099247091032,1,1.0
20765,355,2,15,22.0,14,11,11,11,0.0,55,+51.551,6028388.0,52.0,12.0,1:42.673,194.738,1,2010,19,24,2010-11-14,1977-05-10,German,Sauber,UAE,33.51403148528405,1,0.0
20766,355,22,3,9.0,7,12,12,12,0.0,55,+57.686,6034523.0,50.0,11.0,1:42.669,194.746,1,2010,19,24,2010-11-14,1972-05-23,Brazilian,Williams,UAE,38.47775496235455,1,0.0
20767,355,16,10,14.0,13,13,13,13,0.0,55,+58.325,6035162.0,52.0,13.0,1:42.695,194.696,1,2010,19,24,2010-11-14,1983-01-11,German,Force India,UAE,27.84120465434634,1,0.0
20768,355,155,15,23.0,12,14,14,14,0.0,55,+59.558,6036395.0,53.0,16.0,1:42.733,194.624,1,2010,19,24,2010-11-14,1986-09-13,Japanese,Sauber,UAE,24.16974674880219,1,0.0
20769,355,67,5,16.0,18,15,15,15,0.0,55,+1:03.178,6040015.0,50.0,10.0,1:42.573,194.928,1,2010,19,24,2010-11-14,1988-10-31,Swiss,Toro Rosso,UAE,22.036960985626283,1,0.0
20770,355,807,3,10.0,15,16,16,16,0.0,55,+1:04.763,6041600.0,51.0,9.0,1:42.397,195.263,1,2010,19,24,2010-11-14,1987-08-19,German,Williams,UAE,23.238877481177276,1,0.0
20771,355,5,205,19.0,20,17,17,17,0.0,54,,,52.0,17.0,1:45.378,189.739,11,2010,19,24,2010-11-14,1981-10-19,Finnish,Lotus,UAE,29.07049965776865,1,0.0
20772,355,810,166,25.0,22,18,18,18,0.0,53,,,50.0,19.0,1:46.126,188.402,12,2010,19,24,2010-11-14,1984-08-11,Brazilian,Virgin,UAE,26.258726899383984,1,0.0
20773,355,811,164,21.0,23,19,19,19,0.0,53,,,52.0,20.0,1:46.255,188.173,12,2010,19,24,2010-11-14,1983-10-15,Brazilian,HRT,UAE,27.082819986310746,1,0.0
20774,355,32,164,20.0,24,20,20,20,0.0,53,,,44.0,21.0,1:46.646,187.483,12,2010,19,24,2010-11-14,1983-02-07,Austrian,HRT,UAE,27.76728268309377,1,0.0
20775,355,15,205,18.0,19,21,21,21,0.0,51,,,42.0,18.0,1:45.979,188.663,65,2010,19,24,2010-11-14,1974-07-13,Italian,Lotus,UAE,36.33949349760438,1,0.0
20776,355,10,166,24.0,21,,R,22,0.0,43,,,39.0,22.0,1:46.837,187.148,6,2010,19,24,2010-11-14,1982-03-18,German,Virgin,UAE,28.659822039698838,0,0.0
20777,355,30,131,3.0,8,,R,23,0.0,0,,,,,,,4,2010,19,24,2010-11-14,1969-01-03,German,Mercedes,UAE,41.86173853524983,0,0.0
20778,355,24,10,15.0,16,,R,24,0.0,0,,,,,,,4,2010,19,24,2010-11-14,1980-08-06,Italian,Force India,UAE,30.272416153319643,0,0.0
20779,841,20,9,1.0,1,1,1,1,25.0,58,1:29:30.259,5370259.0,44.0,4.0,1:29.844,212.488,1,2011,1,1,2011-03-27,1987-07-03,German,Red Bull,Australia,23.731690622861056,1,25.0
20780,841,1,1,3.0,2,2,2,2,18.0,58,+22.297,5392556.0,41.0,8.0,1:30.314,211.382,1,2011,1,1,2011-03-27,1985-01-07,British,McLaren,Australia,26.21492128678987,1,18.0
20781,841,808,4,10.0,6,3,3,3,15.0,58,+30.560,5400819.0,55.0,7.0,1:30.064,211.969,1,2011,1,1,2011-03-27,1984-09-08,Russian,Renault,Australia,26.546201232032853,1,15.0
20782,841,4,6,5.0,5,4,4,4,12.0,58,+31.772,5402031.0,49.0,2.0,1:29.487,213.336,1,2011,1,1,2011-03-27,1981-07-29,Spanish,Ferrari,Australia,29.659137577002053,1,12.0
20783,841,17,9,2.0,3,5,5,5,10.0,58,+38.171,5408430.0,50.0,3.0,1:29.600,213.066,1,2011,1,1,2011-03-27,1976-08-27,Australian,Red Bull,Australia,34.57905544147844,1,10.0
20784,841,18,1,4.0,4,6,6,6,8.0,58,+54.304,5424563.0,49.0,5.0,1:29.883,212.396,1,2011,1,1,2011-03-27,1980-01-19,British,McLaren,Australia,31.184120465434635,1,8.0
20785,841,13,6,6.0,8,7,7,7,6.0,58,+1:25.186,5455445.0,55.0,1.0,1:28.947,214.631,1,2011,1,1,2011-03-27,1981-04-25,Brazilian,Ferrari,Australia,29.919233401779604,1,6.0
20786,841,67,5,18.0,10,8,8,8,4.0,57,,,44.0,11.0,1:30.836,210.167,11,2011,1,1,2011-03-27,1988-10-31,Swiss,Toro Rosso,Australia,22.401095140314855,1,4.0
20787,841,16,10,14.0,16,9,9,9,2.0,57,,,55.0,13.0,1:31.526,208.583,11,2011,1,1,2011-03-27,1983-01-11,German,Force India,Australia,28.205338809034906,1,2.0
20788,841,814,10,15.0,14,10,10,10,1.0,57,,,40.0,14.0,1:31.941,207.641,11,2011,1,1,2011-03-27,1986-04-16,British,Force India,Australia,24.944558521560573,1,1.0
20789,841,153,5,19.0,12,11,11,11,0.0,57,,,41.0,10.0,1:30.467,211.025,11,2011,1,1,2011-03-27,1990-03-23,Spanish,Toro Rosso,Australia,21.010266940451746,1,0.0
20790,841,2,4,9.0,18,12,12,12,0.0,57,,,43.0,15.0,1:32.377,206.661,11,2011,1,1,2011-03-27,1977-05-10,German,Renault,Australia,33.87816563997262,1,0.0
20791,841,15,205,21.0,20,13,13,13,0.0,56,,,52.0,16.0,1:32.550,206.275,12,2011,1,1,2011-03-27,1974-07-13,Italian,Lotus,Australia,36.70362765229295,1,0.0
20792,841,816,166,25.0,22,14,14,14,0.0,54,,,44.0,19.0,1:34.523,201.969,14,2011,1,1,2011-03-27,1985-12-27,Belgian,Virgin,Australia,25.245722108145106,1,0.0
20793,841,10,166,24.0,21,,N,15,0.0,49,,,48.0,22.0,1:35.789,199.3,19,2011,1,1,2011-03-27,1982-03-18,German,Virgin,Australia,29.023956194387406,0,0.0
20794,841,22,3,11.0,17,,R,16,0.0,48,,,47.0,12.0,1:31.404,208.861,7,2011,1,1,2011-03-27,1972-05-23,Brazilian,Williams,Australia,38.841889117043124,0,0.0
20795,841,3,131,8.0,7,,R,17,0.0,22,,,21.0,17.0,1:33.503,204.173,4,2011,1,1,2011-03-27,1985-06-27,German,Mercedes,Australia,25.746748802190282,0,0.0
20796,841,5,205,20.0,19,,R,18,0.0,19,,,19.0,20.0,1:34.918,201.129,47,2011,1,1,2011-03-27,1981-10-19,Finnish,Lotus,Australia,29.43463381245722,0,0.0
20797,841,30,131,7.0,11,,R,19,0.0,19,,,13.0,21.0,1:35.319,200.283,4,2011,1,1,2011-03-27,1969-01-03,German,Mercedes,Australia,42.2258726899384,0,0.0
20798,841,813,3,12.0,15,,R,20,0.0,9,,,7.0,18.0,1:34.102,202.873,7,2011,1,1,2011-03-27,1985-03-09,Venezuelan,Williams,Australia,26.04791238877481,0,0.0
20799,841,155,15,16.0,9,,D,21,0.0,58,,,51.0,9.0,1:30.384,211.218,2,2011,1,1,2011-03-27,1986-09-13,Japanese,Sauber,Australia,24.53388090349076,0,0.0
20800,841,815,15,17.0,13,,D,22,0.0,58,,,39.0,6.0,1:29.962,212.209,2,2011,1,1,2011-03-27,1990-01-26,Mexican,Sauber,Australia,21.163586584531142,0,0.0
20801,842,20,9,1.0,1,1,1,1,25.0,56,1:37:39.832,5859832.0,33.0,6.0,1:41.539,196.523,1,2011,2,2,2011-04-10,1987-07-03,German,Red Bull,Malaysia,23.770020533880903,1,25.0
20802,842,18,1,4.0,4,2,2,2,18.0,56,+3.261,5863093.0,50.0,4.0,1:41.264,197.057,1,2011,2,2,2011-04-10,1980-01-19,British,McLaren,Malaysia,31.222450376454482,1,18.0
20803,842,2,4,9.0,6,3,3,3,15.0,56,+25.075,5884907.0,47.0,7.0,1:41.547,196.508,1,2011,2,2,2011-04-10,1977-05-10,German,Renault,Malaysia,33.91649555099247,1,15.0
20804,842,17,9,2.0,3,4,4,4,12.0,56,+26.384,5886216.0,46.0,1.0,1:40.571,198.415,1,2011,2,2,2011-04-10,1976-08-27,Australian,Red Bull,Malaysia,34.61738535249829,1,12.0
20805,842,13,6,6.0,7,5,5,5,10.0,56,+36.958,5896790.0,41.0,9.0,1:41.999,195.637,1,2011,2,2,2011-04-10,1981-04-25,Brazilian,Ferrari,Malaysia,29.95756331279945,1,10.0
20806,842,4,6,5.0,5,6,6,6,8.0,56,+37.248,5897080.0,49.0,2.0,1:40.717,198.127,1,2011,2,2,2011-04-10,1981-07-29,Spanish,Ferrari,Malaysia,29.697467488021903,1,8.0
20807,842,155,15,16.0,10,7,7,7,6.0,56,+1:06.439,5926271.0,39.0,10.0,1:42.095,195.453,1,2011,2,2,2011-04-10,1986-09-13,Japanese,Sauber,Malaysia,24.57221081451061,1,6.0
20808,842,1,1,3.0,2,8,8,8,4.0,56,+1:09.957,5929789.0,54.0,5.0,1:41.512,196.575,1,2011,2,2,2011-04-10,1985-01-07,British,McLaren,Malaysia,26.253251197809718,1,4.0
20809,842,30,131,7.0,11,9,9,9,2.0,56,+1:24.896,5944728.0,45.0,11.0,1:42.491,194.698,1,2011,2,2,2011-04-10,1969-01-03,German,Mercedes,Malaysia,42.26420260095825,1,2.0
20810,842,814,10,15.0,14,10,10,10,1.0,56,+1:31.563,5951395.0,48.0,13.0,1:42.883,193.956,1,2011,2,2,2011-04-10,1986-04-16,British,Force India,Malaysia,24.982888432580424,1,1.0
20811,842,16,10,14.0,17,11,11,11,0.0,55,+1:41.379,5961211.0,34.0,14.0,1:42.973,193.786,11,2011,2,2,2011-04-10,1983-01-11,German,Force India,Malaysia,28.243668720054757,1,0.0
20812,842,3,131,8.0,9,12,12,12,0.0,55,,,45.0,8.0,1:41.778,196.062,11,2011,2,2,2011-04-10,1985-06-27,German,Mercedes,Malaysia,25.78507871321013,1,0.0
20813,842,67,5,18.0,12,13,13,13,0.0,55,,,36.0,12.0,1:42.659,194.379,11,2011,2,2,2011-04-10,1988-10-31,Swiss,Toro Rosso,Malaysia,22.439425051334702,1,0.0
20814,842,153,5,19.0,13,14,14,14,0.0,55,,,37.0,17.0,1:43.744,192.346,11,2011,2,2,2011-04-10,1990-03-23,Spanish,Toro Rosso,Malaysia,21.048596851471594,1,0.0
20815,842,5,205,20.0,19,15,15,15,0.0,55,,,43.0,16.0,1:43.677,192.47,11,2011,2,2,2011-04-10,1981-10-19,Finnish,Lotus,Malaysia,29.472963723477072,1,0.0
20816,842,10,166,24.0,21,16,16,16,0.0,54,,,50.0,20.0,1:45.357,189.401,12,2011,2,2,2011-04-10,1982-03-18,German,Virgin,Malaysia,29.062286105407257,1,0.0
20817,842,808,4,10.0,8,17,17,17,0.0,52,,,49.0,3.0,1:41.054,197.466,3,2011,2,2,2011-04-10,1984-09-08,Russian,Renault,Malaysia,26.584531143052704,1,0.0
20818,842,24,164,23.0,23,,R,18,0.0,46,,,42.0,23.0,1:46.521,187.332,88,2011,2,2,2011-04-10,1980-08-06,Italian,HRT,Malaysia,30.67488021902806,0,0.0
20819,842,816,166,25.0,22,,R,19,0.0,42,,,41.0,19.0,1:45.346,189.421,3,2011,2,2,2011-04-10,1985-12-27,Belgian,Virgin,Malaysia,25.284052019164957,0,0.0
20820,842,15,205,21.0,20,,R,20,0.0,31,,,23.0,18.0,1:45.280,189.54,8,2011,2,2,2011-04-10,1974-07-13,Italian,Lotus,Malaysia,36.7419575633128,0,0.0
20821,842,815,15,17.0,16,,R,21,0.0,23,,,19.0,15.0,1:43.298,193.177,3,2011,2,2,2011-04-10,1990-01-26,Mexican,Sauber,Malaysia,21.201916495550993,0,0.0
20822,842,22,3,11.0,15,,R,22,0.0,22,,,10.0,21.0,1:45.516,189.116,6,2011,2,2,2011-04-10,1972-05-23,Brazilian,Williams,Malaysia,38.88021902806297,0,0.0
20823,842,39,164,22.0,24,,R,23,0.0,14,,,5.0,24.0,1:49.385,182.427,128,2011,2,2,2011-04-10,1977-01-14,Indian,HRT,Malaysia,34.234086242299796,0,0.0
20824,842,813,3,12.0,18,,R,24,0.0,8,,,5.0,22.0,1:45.689,188.806,129,2011,2,2,2011-04-10,1985-03-09,Venezuelan,Williams,Malaysia,26.086242299794662,0,0.0
20825,843,1,1,3.0,3,1,1,1,25.0,56,1:36:58.226,5818226.0,48.0,2.0,1:40.415,195.424,1,2011,3,17,2011-04-17,1985-01-07,British,McLaren,China,26.272416153319643,1,25.0
20826,843,20,9,1.0,1,2,2,2,18.0,56,+5.198,5823424.0,47.0,8.0,1:41.321,193.677,1,2011,3,17,2011-04-17,1987-07-03,German,Red Bull,China,23.789185489390828,1,18.0
20827,843,17,9,2.0,18,3,3,3,15.0,56,+7.555,5825781.0,42.0,1.0,1:38.993,198.232,1,2011,3,17,2011-04-17,1976-08-27,Australian,Red Bull,China,34.63655030800821,1,15.0
20828,843,18,1,4.0,2,4,4,4,12.0,56,+10.000,5828226.0,39.0,3.0,1:40.623,195.021,1,2011,3,17,2011-04-17,1980-01-19,British,McLaren,China,31.241615331964407,1,12.0
20829,843,3,131,8.0,4,5,5,5,10.0,56,+13.448,5831674.0,41.0,5.0,1:41.166,193.974,1,2011,3,17,2011-04-17,1985-06-27,German,Mercedes,China,25.804243668720055,1,10.0
20830,843,13,6,6.0,6,6,6,6,8.0,56,+15.840,5834066.0,39.0,10.0,1:41.678,192.997,1,2011,3,17,2011-04-17,1981-04-25,Brazilian,Ferrari,China,29.976728268309376,1,8.0
20831,843,4,6,5.0,5,7,7,7,6.0,56,+30.622,5848848.0,41.0,15.0,1:42.070,192.256,1,2011,3,17,2011-04-17,1981-07-29,Spanish,Ferrari,China,29.71663244353183,1,6.0
20832,843,30,131,7.0,14,8,8,8,4.0,56,+31.026,5849252.0,46.0,6.0,1:41.215,193.88,1,2011,3,17,2011-04-17,1969-01-03,German,Mercedes,China,42.28336755646817,1,4.0
20833,843,808,4,10.0,10,9,9,9,2.0,56,+57.404,5875630.0,50.0,7.0,1:41.261,193.792,1,2011,3,17,2011-04-17,1984-09-08,Russian,Renault,China,26.60369609856263,1,2.0
20834,843,155,15,16.0,13,10,10,10,1.0,56,+1:03.273,5881499.0,32.0,17.0,1:42.577,191.306,1,2011,3,17,2011-04-17,1986-09-13,Japanese,Sauber,China,24.591375770020534,1,1.0
20835,843,814,10,15.0,8,11,11,11,0.0,56,+1:08.757,5886983.0,45.0,18.0,1:42.614,191.237,1,2011,3,17,2011-04-17,1986-04-16,British,Force India,China,25.00205338809035,1,0.0
20836,843,2,4,9.0,16,12,12,12,0.0,56,+1:12.739,5890965.0,51.0,16.0,1:42.406,191.625,1,2011,3,17,2011-04-17,1977-05-10,German,Renault,China,33.935660506502394,1,0.0
20837,843,22,3,11.0,15,13,13,13,0.0,56,+1:30.189,5908415.0,45.0,13.0,1:42.031,192.329,1,2011,3,17,2011-04-17,1972-05-23,Brazilian,Williams,China,38.899383983572896,1,0.0
20838,843,67,5,18.0,9,14,14,14,0.0,56,+1:30.671,5908897.0,45.0,11.0,1:41.696,192.963,1,2011,3,17,2011-04-17,1988-10-31,Swiss,Toro Rosso,China,22.458590006844627,1,0.0
20839,843,16,10,14.0,11,15,15,15,0.0,55,,,54.0,4.0,1:41.157,193.991,11,2011,3,17,2011-04-17,1983-01-11,German,Force India,China,28.262833675564682,1,0.0
20840,843,5,205,20.0,19,16,16,16,0.0,55,,,45.0,19.0,1:42.672,191.129,11,2011,3,17,2011-04-17,1981-10-19,Finnish,Lotus,China,29.492128678986994,1,0.0
20841,843,815,15,17.0,12,17,17,17,0.0,55,,,39.0,9.0,1:41.643,193.063,11,2011,3,17,2011-04-17,1990-01-26,Mexican,Sauber,China,21.22108145106092,1,0.0
20842,843,813,3,12.0,17,18,18,18,0.0,55,,,46.0,12.0,1:41.702,192.951,11,2011,3,17,2011-04-17,1985-03-09,Venezuelan,Williams,China,26.105407255304584,1,0.0
20843,843,15,205,21.0,20,19,19,19,0.0,55,,,53.0,14.0,1:42.052,192.29,11,2011,3,17,2011-04-17,1974-07-13,Italian,Lotus,China,36.761122518822724,1,0.0
20844,843,816,166,25.0,21,20,20,20,0.0,54,,,45.0,22.0,1:44.806,187.237,12,2011,3,17,2011-04-17,1985-12-27,Belgian,Virgin,China,25.30321697467488,1,0.0
20845,843,10,166,24.0,22,21,21,21,0.0,54,,,54.0,21.0,1:44.381,187.999,12,2011,3,17,2011-04-17,1982-03-18,German,Virgin,China,29.08145106091718,1,0.0
20846,843,24,164,23.0,23,22,22,22,0.0,54,,,52.0,20.0,1:43.384,189.812,12,2011,3,17,2011-04-17,1980-08-06,Italian,HRT,China,30.694045174537987,1,0.0
20847,843,39,164,22.0,24,23,23,23,0.0,54,,,41.0,24.0,1:46.081,184.986,12,2011,3,17,2011-04-17,1977-01-14,Indian,HRT,China,34.25325119780972,1,0.0
20848,843,153,5,19.0,7,,R,24,0.0,9,,,5.0,23.0,1:45.700,185.653,36,2011,3,17,2011-04-17,1990-03-23,Spanish,Toro Rosso,China,21.06776180698152,0,0.0
20849,844,20,9,1.0,1,1,1,1,25.0,58,1:30:17.558,5417558.0,50.0,3.0,1:29.937,213.669,1,2011,4,5,2011-05-08,1987-07-03,German,Red Bull,Turkey,23.8466803559206,1,25.0
20850,844,17,9,2.0,2,2,2,2,18.0,58,+8.807,5426365.0,48.0,1.0,1:29.703,214.226,1,2011,4,5,2011-05-08,1976-08-27,Australian,Red Bull,Turkey,34.69404517453799,1,18.0
20851,844,4,6,5.0,5,3,3,3,15.0,58,+10.075,5427633.0,48.0,6.0,1:30.279,212.86,1,2011,4,5,2011-05-08,1981-07-29,Spanish,Ferrari,Turkey,29.7741273100616,1,15.0
20852,844,1,1,3.0,4,4,4,4,12.0,58,+40.232,5457790.0,48.0,4.0,1:30.108,213.264,1,2011,4,5,2011-05-08,1985-01-07,British,McLaren,Turkey,26.32991101984942,1,12.0
20853,844,3,131,8.0,3,5,5,5,10.0,58,+47.539,5465097.0,47.0,7.0,1:30.573,212.169,1,2011,4,5,2011-05-08,1985-06-27,German,Mercedes,Turkey,25.861738535249827,1,10.0
20854,844,18,1,4.0,6,6,6,6,8.0,58,+59.431,5476989.0,47.0,13.0,1:31.167,210.786,1,2011,4,5,2011-05-08,1980-01-19,British,McLaren,Turkey,31.299110198494184,1,8.0
20855,844,2,4,9.0,9,7,7,7,6.0,58,+1:00.857,5478415.0,52.0,5.0,1:30.158,213.145,1,2011,4,5,2011-05-08,1977-05-10,German,Renault,Turkey,33.99315537303217,1,6.0
20856,844,808,4,10.0,7,8,8,8,4.0,58,+1:08.168,5485726.0,48.0,8.0,1:30.618,212.063,1,2011,4,5,2011-05-08,1984-09-08,Russian,Renault,Turkey,26.661190965092402,1,4.0
